season,round,gp_name,driver_code,team,q1_time_s,q2_time_s,q3_time_s,quali_position
2022,18,Japanese Grand Prix,STR,Aston Martin,91.419,,,19.0
2022,18,Japanese Grand Prix,LAT,Williams,91.511,,,20.0
2022,19,United States Grand Prix,SAI,Ferrari,95.297,95.59,94.356,1.0
2022,19,United States Grand Prix,LEC,Ferrari,95.795,95.246,94.421,2.0
2022,19,United States Grand Prix,VER,Red Bull Racing,95.864,95.294,94.448,3.0
2022,19,United States Grand Prix,PER,Red Bull Racing,96.163,95.864,94.645,4.0
2022,19,United States Grand Prix,HAM,Mercedes,96.148,95.732,94.947,5.0
2022,19,United States Grand Prix,RUS,Mercedes,96.195,95.692,94.988,6.0
2022,19,United States Grand Prix,STR,Aston Martin,96.86,96.032,95.598,7.0
2022,19,United States Grand Prix,NOR,McLaren,96.465,96.341,95.69,8.0
2022,19,United States Grand Prix,ALO,Alpine,96.446,95.988,95.876,9.0
2022,19,United States Grand Prix,BOT,Alfa Romeo,96.746,96.321,96.319,10.0
2022,19,United States Grand Prix,ALB,Williams,96.932,96.368,,11.0
2022,19,United States Grand Prix,VET,Aston Martin,96.695,96.398,,12.0
2022,19,United States Grand Prix,GAS,AlphaTauri,96.577,96.74,,13.0
2022,19,United States Grand Prix,ZHO,Alfa Romeo,96.656,96.97,,14.0
2022,19,United States Grand Prix,TSU,AlphaTauri,96.808,97.147,,15.0
2022,19,United States Grand Prix,MAG,Haas F1 Team,96.949,,,16.0
2022,19,United States Grand Prix,RIC,McLaren,97.046,,,17.0
2022,19,United States Grand Prix,OCO,Alpine,97.068,,,18.0
2022,19,United States Grand Prix,MSC,Haas F1 Team,97.111,,,19.0
2022,19,United States Grand Prix,LAT,Williams,97.244,,,20.0
2022,20,Mexico City Grand Prix,VER,Red Bull Racing,79.222,78.566,77.775,1.0
2022,20,Mexico City Grand Prix,RUS,Mercedes,79.583,78.565,78.079,2.0
2022,20,Mexico City Grand Prix,HAM,Mercedes,79.169,78.552,78.084,3.0
2022,20,Mexico City Grand Prix,PER,Red Bull Racing,79.706,78.615,78.128,4.0
2022,20,Mexico City Grand Prix,SAI,Ferrari,79.566,78.56,78.351,5.0
2022,20,Mexico City Grand Prix,BOT,Alfa Romeo,79.523,78.762,78.401,6.0
2022,20,Mexico City Grand Prix,LEC,Ferrari,79.505,79.109,78.555,7.0
2022,20,Mexico City Grand Prix,NOR,McLaren,79.857,79.119,78.721,8.0
2022,20,Mexico City Grand Prix,ALO,Alpine,80.006,79.272,78.939,9.0
2022,20,Mexico City Grand Prix,OCO,Alpine,79.945,79.081,79.01,10.0
2022,20,Mexico City Grand Prix,RIC,McLaren,80.279,79.325,,11.0
2022,20,Mexico City Grand Prix,ZHO,Alfa Romeo,80.283,79.476,,12.0
2022,20,Mexico City Grand Prix,TSU,AlphaTauri,79.907,79.589,,13.0
2022,20,Mexico City Grand Prix,GAS,AlphaTauri,80.256,79.672,,14.0
2022,20,Mexico City Grand Prix,MAG,Haas F1 Team,80.293,79.833,,15.0
2022,20,Mexico City Grand Prix,MSC,Haas F1 Team,80.419,,,16.0
2022,20,Mexico City Grand Prix,VET,Aston Martin,80.419,,,17.0
2022,20,Mexico City Grand Prix,STR,Aston Martin,80.52,,,18.0
2022,20,Mexico City Grand Prix,ALB,Williams,80.859,,,19.0
2022,20,Mexico City Grand Prix,LAT,Williams,81.167,,,20.0
2022,21,São Paulo Grand Prix,MAG,Haas F1 Team,73.954,71.41,71.674,1.0
2022,21,São Paulo Grand Prix,VER,Red Bull Racing,73.625,70.881,71.877,2.0
2022,21,São Paulo Grand Prix,RUS,Mercedes,74.427,71.318,72.059,3.0
2022,21,São Paulo Grand Prix,NOR,McLaren,73.106,71.377,72.263,4.0
2022,21,São Paulo Grand Prix,SAI,Ferrari,74.68,70.89,72.357,5.0
2022,21,São Paulo Grand Prix,OCO,Alpine,74.663,71.587,72.425,6.0
2022,21,São Paulo Grand Prix,ALO,Alpine,73.542,71.394,72.504,7.0
2022,21,São Paulo Grand Prix,HAM,Mercedes,73.403,71.539,72.611,8.0
2022,21,São Paulo Grand Prix,PER,Red Bull Racing,73.613,71.456,75.601,9.0
2022,21,São Paulo Grand Prix,LEC,Ferrari,74.486,70.95,,10.0
2022,21,São Paulo Grand Prix,ALB,Williams,74.324,71.631,,11.0
2022,21,São Paulo Grand Prix,GAS,AlphaTauri,74.371,71.675,,12.0
2022,21,São Paulo Grand Prix,VET,Aston Martin,73.597,71.678,,13.0
2022,21,São Paulo Grand Prix,RIC,McLaren,74.931,72.14,,14.0
2022,21,São Paulo Grand Prix,STR,Aston Martin,74.398,72.21,,15.0
2022,21,São Paulo Grand Prix,LAT,Williams,75.095,,,16.0
2022,21,São Paulo Grand Prix,ZHO,Alfa Romeo,75.197,,,17.0
2022,21,São Paulo Grand Prix,BOT,Alfa Romeo,75.486,,,18.0
2022,21,São Paulo Grand Prix,TSU,AlphaTauri,76.264,,,19.0
2022,21,São Paulo Grand Prix,MSC,Haas F1 Team,76.361,,,20.0
2022,22,Abu Dhabi Grand Prix,VER,Red Bull Racing,84.754,84.622,83.824,1.0
2022,22,Abu Dhabi Grand Prix,PER,Red Bull Racing,84.82,84.419,84.052,2.0
2022,22,Abu Dhabi Grand Prix,LEC,Ferrari,85.211,84.517,84.092,3.0
2022,22,Abu Dhabi Grand Prix,SAI,Ferrari,85.09,84.521,84.242,4.0
2022,22,Abu Dhabi Grand Prix,HAM,Mercedes,85.594,84.774,84.508,5.0
2022,22,Abu Dhabi Grand Prix,RUS,Mercedes,85.545,84.94,84.511,6.0
2022,22,Abu Dhabi Grand Prix,NOR,McLaren,85.387,84.903,84.769,7.0
2022,22,Abu Dhabi Grand Prix,OCO,Alpine,85.735,85.007,84.83,8.0
2022,22,Abu Dhabi Grand Prix,VET,Aston Martin,85.523,84.974,84.961,9.0
2022,22,Abu Dhabi Grand Prix,RIC,McLaren,85.766,85.068,85.045,10.0
2022,22,Abu Dhabi Grand Prix,ALO,Alpine,85.782,85.096,,11.0
2022,22,Abu Dhabi Grand Prix,TSU,AlphaTauri,85.63,85.219,,12.0
2022,22,Abu Dhabi Grand Prix,MSC,Haas F1 Team,85.711,85.225,,13.0
2022,22,Abu Dhabi Grand Prix,STR,Aston Martin,85.741,85.359,,14.0
2022,22,Abu Dhabi Grand Prix,ZHO,Alfa Romeo,85.594,85.408,,15.0
2022,22,Abu Dhabi Grand Prix,MAG,Haas F1 Team,85.834,,,16.0
2022,22,Abu Dhabi Grand Prix,GAS,AlphaTauri,85.859,,,17.0
2022,22,Abu Dhabi Grand Prix,BOT,Alfa Romeo,85.892,,,18.0
2022,22,Abu Dhabi Grand Prix,ALB,Williams,86.028,,,19.0
2022,22,Abu Dhabi Grand Prix,LAT,Williams,86.054,,,20.0
2023,1,Bahrain Grand Prix,VER,Red Bull Racing,91.295,90.503,89.708,1.0
2023,1,Bahrain Grand Prix,PER,Red Bull Racing,91.479,90.746,89.846,2.0
2023,1,Bahrain Grand Prix,LEC,Ferrari,91.094,90.282,90.0,3.0
2023,1,Bahrain Grand Prix,SAI,Ferrari,90.993,90.515,90.154,4.0
2023,1,Bahrain Grand Prix,ALO,Aston Martin,91.158,90.645,90.336,5.0
2023,1,Bahrain Grand Prix,RUS,Mercedes,91.057,90.507,90.34,6.0
2023,1,Bahrain Grand Prix,HAM,Mercedes,91.543,90.513,90.384,7.0
2023,1,Bahrain Grand Prix,STR,Aston Martin,91.184,91.127,90.836,8.0
2023,1,Bahrain Grand Prix,OCO,Alpine,91.508,90.914,90.984,9.0
2023,1,Bahrain Grand Prix,HUL,Haas F1 Team,91.204,90.809,,10.0
2023,1,Bahrain Grand Prix,NOR,McLaren,91.652,91.381,,11.0
2023,1,Bahrain Grand Prix,BOT,Alfa Romeo,91.504,91.443,,12.0
2023,1,Bahrain Grand Prix,ZHO,Alfa Romeo,91.615,91.473,,13.0
2023,1,Bahrain Grand Prix,TSU,AlphaTauri,91.4,92.51,,14.0
2023,1,Bahrain Grand Prix,ALB,Williams,91.461,,,15.0
2023,1,Bahrain Grand Prix,SAR,Williams,91.652,,,16.0
2023,1,Bahrain Grand Prix,MAG,Haas F1 Team,91.892,,,17.0
2023,1,Bahrain Grand Prix,PIA,McLaren,92.101,,,18.0
2023,1,Bahrain Grand Prix,DEV,AlphaTauri,92.121,,,19.0
2023,1,Bahrain Grand Prix,GAS,Alpine,92.181,,,20.0
2023,2,Saudi Arabian Grand Prix,PER,Red Bull Racing,89.244,88.635,88.265,1.0
2023,2,Saudi Arabian Grand Prix,LEC,Ferrari,89.376,88.903,88.42,2.0
2023,2,Saudi Arabian Grand Prix,ALO,Aston Martin,89.298,88.757,88.73,3.0
2023,2,Saudi Arabian Grand Prix,RUS,Mercedes,89.592,89.132,88.857,4.0
2023,2,Saudi Arabian Grand Prix,SAI,Ferrari,89.411,88.957,88.931,5.0
2023,2,Saudi Arabian Grand Prix,STR,Aston Martin,89.335,88.962,88.945,6.0
2023,2,Saudi Arabian Grand Prix,OCO,Alpine,89.707,89.255,89.078,7.0
2023,2,Saudi Arabian Grand Prix,HAM,Mercedes,89.689,89.374,89.223,8.0
2023,2,Saudi Arabian Grand Prix,PIA,McLaren,89.706,89.378,89.243,9.0
2023,2,Saudi Arabian Grand Prix,GAS,Alpine,89.89,89.411,89.357,10.0
2023,2,Saudi Arabian Grand Prix,HUL,Haas F1 Team,89.547,89.451,,11.0
2023,2,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,89.654,89.461,,12.0
2023,2,Saudi Arabian Grand Prix,MAG,Haas F1 Team,89.744,89.634,,13.0
2023,2,Saudi Arabian Grand Prix,BOT,Alfa Romeo,89.929,89.668,,14.0
2023,2,Saudi Arabian Grand Prix,VER,Red Bull Racing,88.761,109.953,,15.0
2023,2,Saudi Arabian Grand Prix,TSU,AlphaTauri,89.939,,,16.0
2023,2,Saudi Arabian Grand Prix,ALB,Williams,89.994,,,17.0
2023,2,Saudi Arabian Grand Prix,DEV,AlphaTauri,90.244,,,18.0
2023,2,Saudi Arabian Grand Prix,NOR,McLaren,90.447,,,19.0
2023,2,Saudi Arabian Grand Prix,SAR,Williams,128.51,,,20.0
2023,3,Australian Grand Prix,VER,Red Bull Racing,77.384,77.056,76.732,1.0
2023,3,Australian Grand Prix,RUS,Mercedes,77.654,77.513,76.968,2.0
2023,3,Australian Grand Prix,HAM,Mercedes,77.689,77.551,77.104,3.0
2023,3,Australian Grand Prix,ALO,Aston Martin,77.832,77.283,77.139,4.0
2023,3,Australian Grand Prix,SAI,Ferrari,77.928,77.349,77.27,5.0
2023,3,Australian Grand Prix,STR,Aston Martin,77.873,77.616,77.308,6.0
2023,3,Australian Grand Prix,LEC,Ferrari,78.218,77.39,77.369,7.0
2023,3,Australian Grand Prix,ALB,Williams,77.962,77.761,77.609,8.0
2023,3,Australian Grand Prix,GAS,Alpine,78.312,77.574,77.675,9.0
2023,3,Australian Grand Prix,HUL,Haas F1 Team,78.029,77.412,77.735,10.0
2023,3,Australian Grand Prix,OCO,Alpine,77.77,77.768,,11.0
2023,3,Australian Grand Prix,TSU,AlphaTauri,78.471,78.099,,12.0
2023,3,Australian Grand Prix,NOR,McLaren,78.243,78.119,,13.0
2023,3,Australian Grand Prix,MAG,Haas F1 Team,78.159,78.129,,14.0
2023,3,Australian Grand Prix,DEV,AlphaTauri,78.45,78.335,,15.0
2023,3,Australian Grand Prix,PIA,McLaren,78.517,,,16.0
2023,3,Australian Grand Prix,ZHO,Alfa Romeo,78.54,,,17.0
2023,3,Australian Grand Prix,SAR,Williams,78.557,,,18.0
2023,3,Australian Grand Prix,BOT,Alfa Romeo,78.714,,,19.0
2023,3,Australian Grand Prix,PER,Red Bull Racing,,,,20.0
2023,4,Azerbaijan Grand Prix,LEC,Ferrari,101.269,101.037,100.203,1.0
2023,4,Azerbaijan Grand Prix,VER,Red Bull Racing,101.398,100.822,100.391,2.0
2023,4,Azerbaijan Grand Prix,PER,Red Bull Racing,101.756,101.131,100.495,3.0
2023,4,Azerbaijan Grand Prix,SAI,Ferrari,102.197,101.369,101.016,4.0
2023,4,Azerbaijan Grand Prix,HAM,Mercedes,102.113,101.65,101.177,5.0
2023,4,Azerbaijan Grand Prix,ALO,Aston Martin,101.72,101.37,101.253,6.0
2023,4,Azerbaijan Grand Prix,NOR,McLaren,102.154,101.485,101.281,7.0
2023,4,Azerbaijan Grand Prix,TSU,AlphaTauri,102.234,101.569,101.581,8.0
2023,4,Azerbaijan Grand Prix,STR,Aston Martin,102.524,101.576,101.611,9.0
2023,4,Azerbaijan Grand Prix,PIA,McLaren,102.455,101.636,101.611,10.0
2023,4,Azerbaijan Grand Prix,RUS,Mercedes,102.073,101.654,,11.0
2023,4,Azerbaijan Grand Prix,OCO,Alpine,102.622,101.798,,12.0
2023,4,Azerbaijan Grand Prix,ALB,Williams,102.171,101.818,,13.0
2023,4,Azerbaijan Grand Prix,BOT,Alfa Romeo,102.582,102.259,,14.0
2023,4,Azerbaijan Grand Prix,SAR,Williams,102.242,102.395,,15.0
2023,4,Azerbaijan Grand Prix,ZHO,Alfa Romeo,102.642,,,16.0
2023,4,Azerbaijan Grand Prix,HUL,Haas F1 Team,102.755,,,17.0
2023,4,Azerbaijan Grand Prix,MAG,Haas F1 Team,103.417,,,18.0
2023,4,Azerbaijan Grand Prix,GAS,Alpine,104.853,,,19.0
2023,4,Azerbaijan Grand Prix,DEV,AlphaTauri,115.282,,,20.0
2023,5,Miami Grand Prix,PER,Red Bull Racing,87.713,87.328,86.841,1.0
2023,5,Miami Grand Prix,ALO,Aston Martin,88.179,87.097,87.202,2.0
2023,5,Miami Grand Prix,SAI,Ferrari,87.686,87.148,87.349,3.0
2023,5,Miami Grand Prix,MAG,Haas F1 Team,87.809,87.673,87.767,4.0
2023,5,Miami Grand Prix,GAS,Alpine,88.061,87.612,87.786,5.0
2023,5,Miami Grand Prix,RUS,Mercedes,88.086,87.743,87.804,6.0
2023,5,Miami Grand Prix,LEC,Ferrari,87.713,86.964,87.861,7.0
2023,5,Miami Grand Prix,OCO,Alpine,87.872,87.444,87.935,8.0
2023,5,Miami Grand Prix,VER,Red Bull Racing,87.363,86.814,,9.0
2023,5,Miami Grand Prix,BOT,Alfa Romeo,87.864,87.564,,10.0
2023,5,Miami Grand Prix,ALB,Williams,88.234,87.795,,11.0
2023,5,Miami Grand Prix,HUL,Haas F1 Team,87.945,87.903,,12.0
2023,5,Miami Grand Prix,HAM,Mercedes,87.846,87.975,,13.0
2023,5,Miami Grand Prix,ZHO,Alfa Romeo,88.18,88.091,,14.0
2023,5,Miami Grand Prix,DEV,AlphaTauri,88.325,88.395,,15.0
2023,5,Miami Grand Prix,NOR,McLaren,88.394,,,16.0
2023,5,Miami Grand Prix,TSU,AlphaTauri,88.429,,,17.0
2023,5,Miami Grand Prix,STR,Aston Martin,88.476,,,18.0
2023,5,Miami Grand Prix,PIA,McLaren,88.484,,,19.0
2023,5,Miami Grand Prix,SAR,Williams,88.577,,,20.0
2023,6,Monaco Grand Prix,VER,Red Bull Racing,72.386,71.908,71.365,1.0
2023,6,Monaco Grand Prix,ALO,Aston Martin,72.886,72.107,71.449,2.0
2023,6,Monaco Grand Prix,LEC,Ferrari,72.912,72.103,71.471,3.0
2023,6,Monaco Grand Prix,OCO,Alpine,72.967,72.248,71.553,4.0
2023,6,Monaco Grand Prix,SAI,Ferrari,72.717,72.21,71.63,5.0
2023,6,Monaco Grand Prix,HAM,Mercedes,72.872,72.156,71.725,6.0
2023,6,Monaco Grand Prix,GAS,Alpine,73.033,72.169,71.933,7.0
2023,6,Monaco Grand Prix,RUS,Mercedes,72.769,72.151,71.964,8.0
2023,6,Monaco Grand Prix,TSU,AlphaTauri,72.642,72.249,72.082,9.0
2023,6,Monaco Grand Prix,NOR,McLaren,72.877,72.377,72.254,10.0
2023,6,Monaco Grand Prix,PIA,McLaren,73.006,72.395,,11.0
2023,6,Monaco Grand Prix,DEV,AlphaTauri,73.054,72.428,,12.0
2023,6,Monaco Grand Prix,ALB,Williams,72.706,72.527,,13.0
2023,6,Monaco Grand Prix,STR,Aston Martin,72.722,72.623,,14.0
2023,6,Monaco Grand Prix,BOT,Alfa Romeo,73.038,72.625,,15.0
2023,6,Monaco Grand Prix,SAR,Williams,73.113,,,16.0
2023,6,Monaco Grand Prix,MAG,Haas F1 Team,73.27,,,17.0
2023,6,Monaco Grand Prix,HUL,Haas F1 Team,73.279,,,18.0
2023,6,Monaco Grand Prix,ZHO,Alfa Romeo,73.523,,,19.0
2023,6,Monaco Grand Prix,PER,Red Bull Racing,73.85,,,20.0
2023,7,Spanish Grand Prix,VER,Red Bull Racing,73.615,72.76,72.272,1.0
2023,7,Spanish Grand Prix,SAI,Ferrari,73.411,72.79,72.734,2.0
2023,7,Spanish Grand Prix,NOR,McLaren,73.295,72.776,72.792,3.0
2023,7,Spanish Grand Prix,GAS,Alpine,73.471,73.186,72.816,4.0
2023,7,Spanish Grand Prix,HAM,Mercedes,72.937,72.999,72.818,5.0
2023,7,Spanish Grand Prix,STR,Aston Martin,73.766,73.082,72.994,6.0
2023,7,Spanish Grand Prix,OCO,Alpine,73.433,73.001,73.083,7.0
2023,7,Spanish Grand Prix,HUL,Haas F1 Team,73.42,73.283,73.229,8.0
2023,7,Spanish Grand Prix,ALO,Aston Martin,73.747,73.098,73.507,9.0
2023,7,Spanish Grand Prix,PIA,McLaren,73.691,73.059,73.682,10.0
2023,7,Spanish Grand Prix,PER,Red Bull Racing,73.874,73.334,,11.0
2023,7,Spanish Grand Prix,RUS,Mercedes,73.326,73.447,,12.0
2023,7,Spanish Grand Prix,ZHO,Alfa Romeo,73.677,73.521,,13.0
2023,7,Spanish Grand Prix,DEV,AlphaTauri,73.581,74.083,,14.0
2023,7,Spanish Grand Prix,TSU,AlphaTauri,73.862,74.477,,15.0
2023,7,Spanish Grand Prix,BOT,Alfa Romeo,73.977,,,16.0
2023,7,Spanish Grand Prix,MAG,Haas F1 Team,74.042,,,17.0
2023,7,Spanish Grand Prix,ALB,Williams,74.063,,,18.0
2023,7,Spanish Grand Prix,LEC,Ferrari,74.079,,,19.0
2023,7,Spanish Grand Prix,SAR,Williams,74.699,,,20.0
2023,8,Canadian Grand Prix,VER,Red Bull Racing,80.851,79.092,85.858,1.0
2023,8,Canadian Grand Prix,HUL,Haas F1 Team,82.73,80.305,87.102,2.0
2023,8,Canadian Grand Prix,ALO,Aston Martin,81.481,79.776,87.286,3.0
2023,8,Canadian Grand Prix,HAM,Mercedes,81.554,80.426,87.627,4.0
2023,8,Canadian Grand Prix,RUS,Mercedes,81.798,80.098,87.893,5.0
2023,8,Canadian Grand Prix,OCO,Alpine,82.114,80.406,87.945,6.0
2023,8,Canadian Grand Prix,NOR,McLaren,81.998,79.347,88.046,7.0
2023,8,Canadian Grand Prix,SAI,Ferrari,82.248,79.856,89.294,8.0
2023,8,Canadian Grand Prix,PIA,McLaren,82.19,79.659,91.349,9.0
2023,8,Canadian Grand Prix,ALB,Williams,81.938,78.725,,10.0
2023,8,Canadian Grand Prix,LEC,Ferrari,81.843,80.615,,11.0
2023,8,Canadian Grand Prix,PER,Red Bull Racing,82.151,80.959,,12.0
2023,8,Canadian Grand Prix,STR,Aston Martin,82.677,81.484,,13.0
2023,8,Canadian Grand Prix,MAG,Haas F1 Team,82.351,81.678,,14.0
2023,8,Canadian Grand Prix,BOT,Alfa Romeo,82.332,81.821,,15.0
2023,8,Canadian Grand Prix,TSU,AlphaTauri,82.746,,,16.0
2023,8,Canadian Grand Prix,GAS,Alpine,82.886,,,17.0
2023,8,Canadian Grand Prix,DEV,AlphaTauri,83.137,,,18.0
2023,8,Canadian Grand Prix,SAR,Williams,83.337,,,19.0
2023,8,Canadian Grand Prix,ZHO,Alfa Romeo,83.342,,,20.0
2023,9,Austrian Grand Prix,VER,Red Bull Racing,65.116,64.951,64.391,1.0
2023,9,Austrian Grand Prix,LEC,Ferrari,65.577,65.087,64.439,2.0
2023,9,Austrian Grand Prix,SAI,Ferrari,65.339,64.975,64.581,3.0
2023,9,Austrian Grand Prix,NOR,McLaren,65.617,65.038,64.658,4.0
2023,9,Austrian Grand Prix,HAM,Mercedes,65.673,65.188,64.819,5.0
2023,9,Austrian Grand Prix,STR,Aston Martin,65.71,65.121,64.893,6.0
2023,9,Austrian Grand Prix,ALO,Aston Martin,65.655,65.181,64.911,7.0
2023,9,Austrian Grand Prix,HUL,Haas F1 Team,65.74,65.362,65.09,8.0
2023,9,Austrian Grand Prix,GAS,Alpine,65.515,65.308,65.17,9.0
2023,9,Austrian Grand Prix,ALB,Williams,65.673,65.387,65.823,10.0
2023,9,Austrian Grand Prix,RUS,Mercedes,65.686,65.428,,11.0
2023,9,Austrian Grand Prix,OCO,Alpine,65.729,65.453,,12.0
2023,9,Austrian Grand Prix,PIA,McLaren,65.683,65.605,,13.0
2023,9,Austrian Grand Prix,BOT,Alfa Romeo,65.763,65.68,,14.0
2023,9,Austrian Grand Prix,PER,Red Bull Racing,65.177,126.688,,15.0
2023,9,Austrian Grand Prix,TSU,AlphaTauri,65.784,,,16.0
2023,9,Austrian Grand Prix,ZHO,Alfa Romeo,65.818,,,17.0
2023,9,Austrian Grand Prix,SAR,Williams,65.948,,,18.0
2023,9,Austrian Grand Prix,MAG,Haas F1 Team,65.971,,,19.0
2023,9,Austrian Grand Prix,DEV,AlphaTauri,65.974,,,20.0
2023,10,British Grand Prix,VER,Red Bull Racing,89.428,87.702,86.72,1.0
2023,10,British Grand Prix,NOR,McLaren,88.917,88.042,86.961,2.0
2023,10,British Grand Prix,PIA,McLaren,89.874,87.845,87.092,3.0
2023,10,British Grand Prix,LEC,Ferrari,89.143,88.361,87.136,4.0
2023,10,British Grand Prix,SAI,Ferrari,89.865,88.265,87.148,5.0
2023,10,British Grand Prix,RUS,Mercedes,89.412,88.782,87.155,6.0
2023,10,British Grand Prix,HAM,Mercedes,89.415,88.545,87.211,7.0
2023,10,British Grand Prix,ALB,Williams,89.466,88.067,87.53,8.0
2023,10,British Grand Prix,ALO,Aston Martin,89.949,88.368,87.659,9.0
2023,10,British Grand Prix,GAS,Alpine,89.533,88.751,87.689,10.0
2023,10,British Grand Prix,HUL,Haas F1 Team,89.603,88.896,,11.0
2023,10,British Grand Prix,STR,Aston Martin,89.448,88.935,,12.0
2023,10,British Grand Prix,OCO,Alpine,89.7,88.956,,13.0
2023,10,British Grand Prix,SAR,Williams,89.873,89.031,,14.0
2023,10,British Grand Prix,BOT,Alfa Romeo,89.798,,,15.0
2023,10,British Grand Prix,PER,Red Bull Racing,89.968,,,15.0
2023,10,British Grand Prix,TSU,AlphaTauri,90.025,,,16.0
2023,10,British Grand Prix,ZHO,Alfa Romeo,90.123,,,17.0
2023,10,British Grand Prix,DEV,AlphaTauri,90.513,,,18.0
2023,10,British Grand Prix,MAG,Haas F1 Team,92.378,,,19.0
2023,11,Hungarian Grand Prix,HAM,Mercedes,78.577,77.427,76.609,1.0
2023,11,Hungarian Grand Prix,VER,Red Bull Racing,78.318,77.547,76.612,2.0
2023,11,Hungarian Grand Prix,NOR,McLaren,78.697,77.328,76.694,3.0
2023,11,Hungarian Grand Prix,PIA,McLaren,78.464,77.571,76.905,4.0
2023,11,Hungarian Grand Prix,ZHO,Alfa Romeo,78.143,77.7,76.971,5.0
2023,11,Hungarian Grand Prix,LEC,Ferrari,78.44,77.58,76.992,6.0
2023,11,Hungarian Grand Prix,BOT,Alfa Romeo,78.775,77.563,77.034,7.0
2023,11,Hungarian Grand Prix,ALO,Aston Martin,78.58,77.701,77.035,8.0
2023,11,Hungarian Grand Prix,PER,Red Bull Racing,78.36,77.675,77.045,9.0
2023,11,Hungarian Grand Prix,HUL,Haas F1 Team,78.695,77.652,77.186,10.0
2023,11,Hungarian Grand Prix,SAI,Ferrari,78.393,77.703,,11.0
2023,11,Hungarian Grand Prix,OCO,Alpine,78.854,77.841,,12.0
2023,11,Hungarian Grand Prix,RIC,AlphaTauri,78.906,78.002,,13.0
2023,11,Hungarian Grand Prix,STR,Aston Martin,78.782,78.144,,14.0
2023,11,Hungarian Grand Prix,GAS,Alpine,78.743,78.217,,15.0
2023,11,Hungarian Grand Prix,ALB,Williams,78.917,,,16.0
2023,11,Hungarian Grand Prix,TSU,AlphaTauri,78.919,,,17.0
2023,11,Hungarian Grand Prix,RUS,Mercedes,79.027,,,18.0
2023,11,Hungarian Grand Prix,MAG,Haas F1 Team,79.206,,,19.0
2023,11,Hungarian Grand Prix,SAR,Williams,79.248,,,20.0
2023,12,Belgian Grand Prix,VER,Red Bull Racing,118.515,112.784,106.168,1.0
2023,12,Belgian Grand Prix,LEC,Ferrari,118.3,112.017,106.988,2.0
2023,12,Belgian Grand Prix,PER,Red Bull Racing,118.899,112.353,107.045,3.0
2023,12,Belgian Grand Prix,HAM,Mercedes,118.563,112.345,107.087,4.0
2023,12,Belgian Grand Prix,SAI,Ferrari,118.688,111.711,107.152,5.0
2023,12,Belgian Grand Prix,PIA,McLaren,118.872,111.534,107.365,6.0
2023,12,Belgian Grand Prix,NOR,McLaren,119.981,112.252,107.669,7.0
2023,12,Belgian Grand Prix,RUS,Mercedes,119.035,112.605,107.805,8.0
2023,12,Belgian Grand Prix,ALO,Aston Martin,118.834,112.751,107.843,9.0
2023,12,Belgian Grand Prix,STR,Aston Martin,119.663,112.193,108.841,10.0
2023,12,Belgian Grand Prix,TSU,AlphaTauri,119.044,113.148,,11.0
2023,12,Belgian Grand Prix,GAS,Alpine,119.511,113.671,,12.0
2023,12,Belgian Grand Prix,MAG,Haas F1 Team,120.02,114.16,,13.0
2023,12,Belgian Grand Prix,BOT,Alfa Romeo,119.484,114.694,,14.0
2023,12,Belgian Grand Prix,OCO,Alpine,119.634,116.372,,15.0
2023,12,Belgian Grand Prix,ALB,Williams,120.314,,,16.0
2023,12,Belgian Grand Prix,ZHO,Alfa Romeo,120.832,,,17.0
2023,12,Belgian Grand Prix,SAR,Williams,121.535,,,18.0
2023,12,Belgian Grand Prix,RIC,AlphaTauri,122.159,,,19.0
2023,12,Belgian Grand Prix,HUL,Haas F1 Team,123.166,,,20.0
2023,13,Dutch Grand Prix,VER,Red Bull Racing,80.965,78.856,70.567,1.0
2023,13,Dutch Grand Prix,NOR,McLaren,81.276,79.769,71.104,2.0
2023,13,Dutch Grand Prix,RUS,Mercedes,81.345,79.62,71.294,3.0
2023,13,Dutch Grand Prix,ALB,Williams,80.939,79.399,71.419,4.0
2023,13,Dutch Grand Prix,ALO,Aston Martin,81.84,79.429,71.506,5.0
2023,13,Dutch Grand Prix,SAI,Ferrari,81.321,79.929,71.754,6.0
2023,13,Dutch Grand Prix,PER,Red Bull Racing,81.972,79.856,71.88,7.0
2023,13,Dutch Grand Prix,PIA,McLaren,81.231,79.392,71.938,8.0
2023,13,Dutch Grand Prix,LEC,Ferrari,82.019,79.6,72.665,9.0
2023,13,Dutch Grand Prix,SAR,Williams,82.036,80.067,76.748,10.0
2023,13,Dutch Grand Prix,STR,Aston Martin,81.57,80.121,,11.0
2023,13,Dutch Grand Prix,GAS,Alpine,81.735,80.128,,12.0
2023,13,Dutch Grand Prix,HAM,Mercedes,81.919,80.151,,13.0
2023,13,Dutch Grand Prix,TSU,AlphaTauri,81.781,80.23,,14.0
2023,13,Dutch Grand Prix,HUL,Haas F1 Team,81.891,80.25,,15.0
2023,13,Dutch Grand Prix,ZHO,Alfa Romeo,82.067,,,16.0
2023,13,Dutch Grand Prix,OCO,Alpine,82.11,,,17.0
2023,13,Dutch Grand Prix,MAG,Haas F1 Team,82.192,,,18.0
2023,13,Dutch Grand Prix,BOT,Alfa Romeo,82.26,,,19.0
2023,13,Dutch Grand Prix,LAW,AlphaTauri,83.42,,,20.0
